wellname	depth	rop	wob	rpm	torque	spp	flwpmps
TestWell #1	2585	0.10	5.00	144	4085	2264	589
TestWell #1	2590	0.12	5.00	141	4107	2268	589
TestWell #1	2595	0.11	5.00	142	4114	2270	589
TestWell #1	2600	0.12	5.00	143	4150	2205	589
TestWell #1	2605	0.14	5.00	135	4194	2200	589
TestWell #1	2610	0.14	5.00	147	4208	2205	589
TestWell #1	2615	0.12	5.00	145	4194	2213	589
TestWell #1	2620	0.11	5.00	144	4194	2205	589
TestWell #1	2625	0.10	5.00	141	4201	2254	589
TestWell #1	2630	0.12	5.00	140	4252	2224	589
TestWell #1	2635	0.07	5.00	139	4187	2240	589
TestWell #1	2640	0.52	5.30	136	4150	2247	589
TestWell #1	2645	0.30	5.00	146	4143	2240	589
TestWell #1	2650	0.13	5.00	146	4150	2238	589
TestWell #1	2655	0.09	5.00	144	4158	2245	589
TestWell #1	2660	0.14	5.00	142	4179	2247	589
TestWell #1	2665	0.15	5.00	145	4107	2194	589
TestWell #1	2670	0.23	5.00	145	4042	2199	589
TestWell #1	2675	0.19	5.00	146	4042	2264	589
TestWell #1	2680	0.20	5.00	145	4042	2266	589
TestWell #1	2685	0.22	5.00	142	4049	2261	589
TestWell #1	2690	0.23	5.00	143	4056	2265	589
TestWell #1	2695	0.20	5.00	145	4064	2252	589
TestWell #1	2700	0.22	5.00	145	4020	2231	589
TestWell #1	2705	0.20	5.00	145	4020	2229	589
TestWell #1	2710	0.10	5.00	143	4035	2227	589
TestWell #1	2715	0.21	5.00	141	4042	2225	589
TestWell #1	2720	0.21	5.00	141	4042	2225	589
TestWell #1	2725	0.10	5.00	141	7103	2230	327
TestWell #1	2730	0.19	5.00	80	7103	896	327
TestWell #1	2735	0.19	5.00	80	7103	896	327
TestWell #1	2740	0.19	5.00	80	7103	896	327
TestWell #1	2745	1.80	8.80	58	7376	903	297
TestWell #1	2750	1.19	9.80	60	5783	905	416
TestWell #1	2755	0.66	7.50	60	1265	361	251
TestWell #1	2760	0.38	7.90	64	855	378	254
TestWell #1	2765	0.33	8.20	63	847	391	254
TestWell #1	2770	0.31	8.00	65	828	407	254
TestWell #1	2775	0.89	8.80	64	808	412	254
TestWell #1	2780	0.65	7.80	65	780	439	254
TestWell #1	2785	0.57	7.90	65	766	456	253
TestWell #1	2790	0.22	8.60	66	771	448	252
TestWell #1	2795	0.83	9.60	67	736	421	252
TestWell #1	2800	0.39	9.80	73	679	573	253
TestWell #1	2805	0.24	9.10	75	669	566	253
TestWell #1	2810	0.22	8.80	74	662	581	253
TestWell #1	2815	0.42	8.60	64	647	559	252
TestWell #1	2820	0.34	8.30	67	646	581	250
TestWell #1	2825	0.32	8.70	68	654	607	249
TestWell #1	2830	0.33	8.60	68	667	613	249
TestWell #1	2835	0.36	8.40	69	676	622	250
TestWell #1	2840	0.34	8.00	73	688	619	250
TestWell #1	2845	0.30	8.00	67	696	625	250
TestWell #1	2850	0.43	7.50	66	744	622	250
TestWell #1	2855	0.25	8.00	72	753	622	251
TestWell #1	2860	0.26	8.40	72	759	625	250
TestWell #1	2865	0.26	8.20	72	768	629	250
TestWell #1	2870	0.26	8.30	72	775	625	250
TestWell #1	2875	0.27	8.70	72	782	628	249
TestWell #1	2880	0.30	7.40	91	811	632	248
TestWell #1	2885	0.26	7.50	116	835	632	236
TestWell #1	2890	0.22	8.10	103	828	638	236
TestWell #1	2895	0.19	8.00	103	825	647	237
TestWell #1	2900	0.18	8.30	102	824	644	251
TestWell #1	2905	0.19	8.20	102	821	645	249
TestWell #1	2910	0.36	7.40	93	796	629	248
TestWell #1	2915	0.35	8.00	98	768	629	246
TestWell #1	2920	0.26	7.40	96	765	650	247
TestWell #1	2925	0.19	7.60	102	759	656	247
TestWell #1	2930	0.17	8.00	103	755	646	245
TestWell #1	2935	0.20	8.00	103	752	652	246
TestWell #1	2940	0.30	10.30	99	733	645	248
TestWell #1	2945	0.30	8.40	99	691	624	247
TestWell #1	2950	0.42	6.70	98	654	664	253
TestWell #1	2955	0.31	7.00	100	644	675	255
TestWell #1	2960	0.37	7.30	101	638	674	255
TestWell #1	2965	0.33	7.00	100	650	662	252
TestWell #1	2970	0.30	7.10	100	654	663	251
TestWell #1	2975	0.59	6.90	99	698	655	249
TestWell #1	2980	0.40	6.20	99	748	652	249
TestWell #1	2985	0.35	4.90	99	757	667	251
TestWell #1	2990	0.21	4.90	103	753	684	255
TestWell #1	2995	0.35	5.60	103	766	689	255
TestWell #1	3000	0.24	5.10	104	775	691	255
TestWell #1	3005	0.29	5.30	102	811	697	253
TestWell #1	3010	0.18	5.00	106	824	693	253
TestWell #1	3015	0.16	5.50	108	827	692	253
TestWell #1	3020	0.37	7.60	88	825	698	253
TestWell #1	3025	0.17	5.60	98	812	729	255
TestWell #1	3030	0.15	6.40	113	805	753	260
TestWell #1	3035	0.21	5.50	103	790	789	260
TestWell #1	3040	0.20	6.60	102	772	813	266
TestWell #1	3045	0.17	8.30	104	771	823	267
TestWell #1	3050	0.30	5.20	91	753	787	257
TestWell #1	3055	0.27	4.70	95	748	823	256
TestWell #1	3060	0.27	4.30	106	746	882	262
TestWell #1	3065	0.31	4.30	104	746	902	262
TestWell #1	3070	0.29	3.80	103	773	891	258
TestWell #1	3075	0.15	5.30	103	775	891	260
TestWell #1	3080	0.37	6.50	86	771	894	259
TestWell #1	3085	0.18	5.40	105	771	904	259
TestWell #1	3090	0.19	5.40	106	775	909	259
TestWell #1	3095	0.24	5.70	106	771	921	258
TestWell #1	3100	0.28	4.30	103	801	895	257
TestWell #1	3105	0.16	5.20	101	823	886	257
TestWell #1	3110	0.18	5.30	102	818	896	257
TestWell #1	3115	0.19	5.30	102	821	908	257
TestWell #1	3120	0.24	5.40	102	822	911	256
TestWell #1	3125	0.26	5.60	102	826	913	257
TestWell #1	3130	0.38	4.40	91	680	902	257
TestWell #1	3135	0.25	4.20	98	451	942	267
TestWell #1	3140	0.24	4.80	101	446	926	268
TestWell #1	3145	0.33	4.60	101	448	890	268
TestWell #1	3150	0.58	6.70	75	442	869	268
TestWell #1	3155	0.26	4.70	96	508	864	268
TestWell #1	3160	0.45	4.30	94	708	865	266
TestWell #1	3165	0.27	4.50	102	722	926	269
TestWell #1	3170	0.34	4.40	104	724	926	271
TestWell #1	3175	0.33	4.30	104	702	934	271
TestWell #1	3180	0.29	4.60	104	688	924	271
TestWell #1	3185	0.31	4.60	104	690	913	271
TestWell #1	3190	0.44	4.00	101	1000	903	270
TestWell #1	3195	0.37	4.40	102	1099	918	274
TestWell #1	3200	0.34	4.60	105	1084	898	271
TestWell #1	3205	0.24	4.90	105	1075	907	272
TestWell #1	3210	0.25	5.20	105	1072	910	273
TestWell #1	3215	0.27	5.10	105	1068	902	273
TestWell #1	3220	0.29	5.20	105	1070	912	273
TestWell #1	3225	0.55	3.90	103	1064	867	268
TestWell #1	3230	0.21	4.60	102	1061	843	264
TestWell #1	3235	0.19	5.30	102	1062	834	264
TestWell #1	3240	0.23	5.30	102	1069	854	263
TestWell #1	3245	0.23	5.40	102	1072	866	263
TestWell #1	3250	0.25	4.90	102	1077	878	263
TestWell #1	3255	0.49	3.50	103	1105	887	264
TestWell #1	3260	0.27	4.20	104	1140	910	266
TestWell #1	3265	0.27	4.20	105	1149	902	267
TestWell #1	3270	0.72	4.60	100	1156	912	269
TestWell #1	3275	0.27	4.20	95	1168	922	269
TestWell #1	3280	0.28	4.20	95	1175	936	269
TestWell #1	3285	1.25	2.70	94	1153	931	269
TestWell #1	3290	0.20	4.30	98	1039	1077	267
TestWell #1	3295	0.23	4.60	98	1040	1107	266
TestWell #1	3300	0.26	4.00	98	1039	1102	265
TestWell #1	3305	0.27	4.60	98	1039	1107	265
TestWell #1	3310	0.32	4.20	98	1132	1104	265
TestWell #1	3315	0.33	3.50	91	1116	1075	263
TestWell #1	3320	0.29	4.50	97	1097	1072	266
TestWell #1	3325	0.20	4.40	96	1092	1083	268
TestWell #1	3330	0.19	4.60	100	1089	1090	267
TestWell #1	3335	0.23	4.70	100	1087	1079	267
TestWell #1	3340	0.36	5.10	100	1089	1067	267
TestWell #1	3345	0.40	4.20	99	1104	1040	268
TestWell #1	3350	0.20	5.20	99	1116	1040	271
TestWell #1	3355	0.18	5.70	104	1109	1044	270
TestWell #1	3360	0.18	5.60	104	1101	1040	271
TestWell #1	3365	0.21	5.90	104	1091	1044	271
TestWell #1	3370	0.21	5.10	104	1084	1037	271
TestWell #1	3375	0.28	4.70	97	1071	1031	269
TestWell #1	3380	0.23	4.30	97	1076	995	265
TestWell #1	3385	0.22	4.80	102	1076	1007	265
TestWell #1	3390	0.22	4.80	102	1076	1007	265
TestWell #1	3395	0.23	4.80	98	1086	1016	265
TestWell #1	3400	0.24	5.10	98	1086	1030	265
TestWell #1	3405	0.56	3.50	90	1088	1016	265
TestWell #1	3410	0.22	4.40	98	1103	1016	266
TestWell #1	3415	0.29	4.90	102	1101	1025	267
TestWell #1	3420	0.29	4.20	107	1104	1031	266
TestWell #1	3425	0.21	4.70	106	1100	1049	267
TestWell #1	3430	0.24	5.40	105	1097	1053	267
TestWell #1	3435	0.24	5.40	105	1097	1053	267
TestWell #1	3440	0.24	5.40	105	1097	1053	267
TestWell #1	3445	0.30	5.20	106	1108	1081	272
TestWell #1	3450	0.26	4.90	104	1108	1106	275
TestWell #1	3455	0.22	4.60	105	1106	1085	267
TestWell #1	3460	0.22	5.30	104	1112	1104	264
TestWell #1	3465	0.25	5.10	104	1108	1137	267
TestWell #1	3470	0.30	3.40	103	1098	1114	271
TestWell #1	3475	0.29	3.70	103	1072	1080	268
TestWell #1	3480	0.21	4.20	103	1058	1087	267
TestWell #1	3485	0.24	4.20	106	1051	1098	269
TestWell #1	3490	0.22	4.70	105	1043	1121	269
TestWell #1	3495	0.22	5.00	105	1037	1132	268
TestWell #1	3500	0.22	4.90	105	1033	1126	268
TestWell #1	3505	0.23	2.80	99	1030	1083	267
TestWell #1	3510	0.26	4.20	98	988	1094	269
TestWell #1	3515	0.32	4.60	100	811	1114	272
TestWell #1	3520	0.27	4.00	100	823	1110	270
TestWell #1	3525	0.29	4.30	101	830	1113	270
TestWell #1	3530	0.22	4.60	101	845	1118	270
TestWell #1	3535	0.31	3.40	102	856	1110	271
TestWell #1	3540	0.28	3.10	104	902	1101	268
TestWell #1	3545	0.18	4.30	106	900	1113	268
TestWell #1	3550	0.18	5.10	104	895	1137	268
TestWell #1	3555	0.27	4.20	106	908	1134	268
TestWell #1	3560	0.22	4.40	105	918	1134	267
TestWell #1	3565	0.25	3.20	96	954	1112	269
TestWell #1	3570	0.26	4.60	94	1023	1068	269
TestWell #1	3575	0.19	5.00	95	1020	1090	267
TestWell #1	3580	0.22	5.00	98	1049	1099	266
TestWell #1	3585	0.40	5.00	97	1064	1081	267
TestWell #1	3590	0.29	4.90	97	1101	1074	267
TestWell #1	3595	0.39	5.30	96	1124	1070	267
TestWell #1	3600	0.41	3.60	93	1176	1075	269
TestWell #1	3605	0.42	4.30	96	1184	1088	270
TestWell #1	3610	0.33	3.30	97	1196	1098	269
TestWell #1	3615	0.31	3.60	100	1206	1107	269
TestWell #1	3620	0.32	3.60	100	1213	1114	269
TestWell #1	3625	0.30	3.40	100	1217	1107	269
TestWell #1	3630	0.44	2.50	94	1199	1090	267
TestWell #1	3635	0.61	6.90	93	1203	1131	268
TestWell #1	3640	0.84	8.00	95	1218	1161	268
TestWell #1	3645	1.06	7.90	90	1240	1144	268
TestWell #1	3650	0.93	7.30	87	1208	1179	267
TestWell #1	3655	0.87	7.70	90	1153	1156	267
TestWell #1	3660	1.00	7.20	86	1170	1152	268
TestWell #1	3665	0.29	4.20	92	1223	1144	275
TestWell #1	3670	0.19	5.80	104	1227	1169	274
TestWell #1	3675	0.46	6.80	103	1238	1199	273
TestWell #1	3680	0.69	7.10	103	1253	1203	274
TestWell #1	3685	0.74	6.90	99	1208	1166	272
TestWell #1	3690	0.65	5.00	98	1193	1161	269
TestWell #1	3695	0.42	3.70	97	1247	1116	267
TestWell #1	3700	0.98	6.00	99	1212	1151	266
TestWell #1	3705	0.75	6.60	93	1275	1144	266
TestWell #1	3710	1.73	6.80	95	1553	1153	269
TestWell #1	3715	1.27	6.70	95	1629	1235	278
TestWell #1	3720	0.80	6.10	93	1586	1307	289
TestWell #1	3725	0.80	5.20	100	1557	1292	287
TestWell #1	3730	0.39	6.10	104	1559	1304	287
TestWell #1	3735	0.65	6.40	104	1567	1320	287
TestWell #1	3740	0.71	6.90	104	1588	1313	287
TestWell #1	3745	1.13	7.00	105	1666	1314	287
TestWell #1	3750	1.94	6.30	105	1766	1294	287
TestWell #1	3755	0.93	3.10	102	1717	1208	288
TestWell #1	3760	0.28	5.20	100	1437	1230	290
TestWell #1	3765	0.30	6.30	102	1401	1256	291
TestWell #1	3770	1.04	6.50	102	1302	1235	291
TestWell #1	3775	0.89	6.00	93	1136	1242	291
TestWell #1	3780	0.33	4.80	93	1026	1241	291
TestWell #1	3785	0.58	3.80	97	1111	1245	288
TestWell #1	3790	0.77	5.60	95	1111	1281	288
TestWell #1	3795	1.16	6.30	92	1592	1336	289
TestWell #1	3800	0.32	4.00	92	1595	1325	289
TestWell #1	3805	0.42	5.60	91	1595	1337	289
TestWell #1	3810	0.85	6.30	92	1598	1362	289
TestWell #1	3815	0.62	3.70	99	1602	1337	287
TestWell #1	3820	0.61	4.80	89	1605	1317	286
TestWell #1	3825	0.33	6.00	100	1606	1326	286
TestWell #1	3830	0.32	5.50	100	1608	1354	286
TestWell #1	3835	0.21	5.50	99	1608	1370	285
TestWell #1	3840	0.50	6.60	88	1613	1386	289
TestWell #1	3845	1.34	5.90	98	1617	1391	290
TestWell #1	3850	0.53	3.90	98	1627	1367	288
TestWell #1	3855	0.54	6.50	98	1633	1372	288
TestWell #1	3860	1.14	6.70	99	1642	1383	287
TestWell #1	3865	0.90	6.40	98	1651	1376	287
TestWell #1	3870	0.82	6.10	95	1675	1410	286
TestWell #1	3875	1.22	6.00	99	1775	1398	287
TestWell #1	3880	0.91	6.30	97	2040	1406	288
TestWell #1	3885	0.80	6.20	97	2108	1434	289
TestWell #1	3890	1.06	6.70	95	2307	1447	289
TestWell #1	3895	1.46	6.50	95	2500	1445	289
TestWell #1	3900	1.49	7.50	98	2658	1431	290
TestWell #1	3905	0.70	7.30	111	2686	1449	289
TestWell #1	3910	0.49	7.00	115	3002	1471	292
TestWell #1	3915	0.31	6.50	118	3294	1551	288
TestWell #1	3920	0.35	6.50	121	3405	1544	287
TestWell #1	3925	0.76	7.70	122	3570	1556	287
TestWell #1	3930	0.70	7.70	123	3753	1554	291
TestWell #1	3935	0.60	7.90	122	3954	1584	287
TestWell #1	3940	0.50	7.00	107	4234	1558	286
TestWell #1	3945	0.27	7.10	107	4495	1530	286
TestWell #1	3950	0.35	7.30	112	4596	1568	286
TestWell #1	3955	1.16	7.80	116	4685	1555	286
TestWell #1	3960	1.05	7.60	116	4468	1555	287
TestWell #1	3965	1.68	7.90	103	6554	1544	287
TestWell #1	3970	1.98	7.40	105	5705	1537	288
TestWell #1	3975	0.47	5.60	108	6028	1485	288
TestWell #1	3980	0.48	6.70	115	6137	1505	288
TestWell #1	3985	0.23	6.20	112	6142	1536	288
TestWell #1	3990	0.98	7.20	113	6230	1526	288
TestWell #1	3995	0.91	6.90	112	6142	1523	288
TestWell #1	4000	0.94	6.70	103	5846	1530	288
TestWell #1	4005	0.90	4.60	100	5527	1521	287
TestWell #1	4010	0.27	5.90	100	5376	1530	287
TestWell #1	4015	0.21	5.70	104	5390	1537	287
TestWell #1	4020	0.19	6.70	105	5383	1566	287
TestWell #1	4025	0.18	7.00	115	5391	1558	286
TestWell #1	4030	0.22	7.00	116	5405	1583	286
TestWell #1	4035	0.55	6.80	111	5493	1531	286
TestWell #1	4040	0.26	5.20	110	5508	1465	287
TestWell #1	4045	0.29	5.90	119	5548	1483	287
TestWell #1	4050	0.94	6.50	120	5718	1455	287
TestWell #1	4055	0.94	6.50	120	5718	1455	287
TestWell #1	4060	0.97	6.40	114	5838	1439	288
TestWell #1	4065	1.00	7.20	114	5838	1415	288
TestWell #1	4070	1.00	7.20	114	5838	1415	288
TestWell #1	4075	1.36	8.80	115	5997	1447	290
TestWell #1	4080	1.82	10.10	118	7039	1486	291
TestWell #1	4085	2.05	10.10	116	7505	1505	291
TestWell #1	4090	1.82	10.90	111	7156	1538	290
TestWell #1	4095	0.86	10.30	110	6573	1562	289
TestWell #1	4100	0.46	10.00	97	6191	1580	286
TestWell #1	4105	0.41	10.10	99	5970	1613	286
TestWell #1	4110	0.54	10.40	102	5953	1613	286
TestWell #1	4115	0.61	10.90	102	6011	1623	286
TestWell #1	4120	0.61	10.80	101	6006	1623	286
TestWell #1	4125	1.01	12.10	129	6140	1625	286
TestWell #1	4130	1.10	11.00	113	6230	1628	289
TestWell #1	4135	1.09	10.70	106	6507	1634	286
TestWell #1	4140	1.18	10.50	102	7082	1646	287
TestWell #1	4145	1.44	11.60	100	7430	1640	288
TestWell #1	4150	0.83	11.10	96	7660	1656	287
TestWell #1	4155	0.87	10.40	96	7650	1653	287
TestWell #1	4160	0.90	9.20	99	7392	1645	286
TestWell #1	4165	0.88	8.50	100	8322	1633	285
TestWell #1	4170	0.62	9.40	100	8452	1660	284
TestWell #1	4175	0.54	8.60	100	8485	1681	284
TestWell #1	4180	0.34	8.20	99	8504	1674	283
TestWell #1	4185	1.59	9.40	101	8409	1666	285
TestWell #1	4190	1.30	9.50	101	8503	1667	285
TestWell #1	4195	1.38	8.90	103	8473	1681	285
TestWell #1	4200	2.20	9.80	105	8033	1679	287
TestWell #1	4205	0.57	9.30	104	7534	1664	287
TestWell #1	4210	0.38	8.30	103	7334	1672	286
TestWell #1	4215	0.37	7.90	104	7246	1585	273
TestWell #1	4220	0.42	8.60	103	7173	1600	270
TestWell #1	4225	1.16	9.10	103	7199	1536	269
TestWell #1	4230	0.82	9.80	102	7275	1520	267
TestWell #1	4235	1.13	10.50	104	7360	1535	267
TestWell #1	4240	0.37	7.90	101	7207	1525	266
TestWell #1	4245	1.46	10.40	104	7357	1525	267
TestWell #1	4250	1.06	10.50	103	7040	1527	267
TestWell #1	4255	1.15	9.90	101	6949	1497	269
TestWell #1	4260	0.69	9.60	104	7265	1557	269
TestWell #1	4265	1.55	9.80	107	7818	1534	270
TestWell #1	4270	0.99	9.60	106	7816	1553	269
TestWell #1	4275	2.59	9.90	103	7735	1578	270
TestWell #1	4280	0.36	8.20	92	7482	1605	269
TestWell #1	4285	1.37	8.40	94	7372	1583	269
TestWell #1	4290	1.14	8.70	86	7586	1455	259
TestWell #1	4295	1.65	9.30	88	7990	1497	262
TestWell #1	4300	1.26	8.80	87	8513	1500	262
TestWell #1	4305	0.42	7.20	86	8683	1523	262
TestWell #1	4310	0.73	8.50	79	8885	1513	262
TestWell #1	4315	1.65	8.70	80	9126	1499	262
TestWell #1	4320	0.82	6.30	79	8771	1507	265
TestWell #1	4325	0.87	8.70	89	8015	1590	271
TestWell #1	4330	1.61	9.00	90	7615	1595	271
TestWell #1	4335	0.67	8.40	90	7350	1590	271
TestWell #1	4340	0.33	7.90	87	7171	1611	270
TestWell #1	4345	0.32	8.40	86	7151	1616	270
TestWell #1	4350	0.63	5.50	82	7339	1542	258
TestWell #1	4355	0.75	4.00	82	7494	1530	267
TestWell #1	4360	0.71	4.50	82	7546	1545	268
TestWell #1	4365	0.65	4.30	82	7593	1548	268
TestWell #1	4370	0.70	4.50	82	7637	1550	268
TestWell #1	4375	1.63	7.80	82	7629	1568	268
TestWell #1	4380	0.94	5.30	80	7626	1554	266
TestWell #1	4385	0.85	4.00	83	7618	1569	270
TestWell #1	4390	1.14	4.40	84	7602	1589	270
TestWell #1	4395	0.86	4.20	84	7568	1586	270
TestWell #1	4400	0.93	4.40	84	7486	1582	269
TestWell #1	4405	0.92	4.30	84	7324	1563	270
TestWell #1	4410	2.44	7.80	83	7030	1546	270
TestWell #1	4415	2.11	7.30	80	6515	1508	269
TestWell #1	4420	1.20	5.40	86	6515	1521	268
TestWell #1	4425	0.76	4.10	86	6651	1519	268
TestWell #1	4430	0.81	4.40	86	6755	1523	268
TestWell #1	4435	0.79	4.50	86	6822	1527	268
TestWell #1	4440	0.79	4.90	86	6938	1536	268
TestWell #1	4445	0.91	4.20	84	7137	1528	265
TestWell #1	4450	0.76	3.80	87	7331	1543	269
TestWell #1	4455	1.68	5.60	87	7430	1557	269
TestWell #1	4460	1.31	6.50	87	7193	1550	269
TestWell #1	4465	0.88	4.10	87	7082	1554	269
TestWell #1	4470	1.01	6.50	86	7119	1574	268
TestWell #1	4475	1.36	5.30	86	7161	1553	266
TestWell #1	4480	0.70	4.80	86	7144	1555	270
TestWell #1	4485	0.48	4.20	86	7121	1572	269
TestWell #1	4490	0.43	6.40	83	7034	1590	269
TestWell #1	4495	1.39	6.80	84	7017	1596	269
TestWell #1	4500	0.55	4.70	85	6894	1570	269
TestWell #1	4505	0.55	5.50	83	6873	1572	267
TestWell #1	4510	1.04	4.70	80	6946	1558	269
TestWell #1	4515	0.53	4.20	80	6935	1586	271
TestWell #1	4520	0.86	7.00	80	6937	1605	270
TestWell #1	4525	1.21	5.90	81	6928	1599	271
TestWell #1	4530	0.68	3.60	80	6773	1602	270
TestWell #1	4535	0.83	3.40	81	6773	1606	270
TestWell #1	4540	0.90	4.20	84	6768	1562	262
TestWell #1	4545	0.99	4.10	86	6735	1600	270
TestWell #1	4550	0.97	3.30	86	6753	1607	270
TestWell #1	4555	1.20	4.60	85	6691	1603	270
TestWell #1	4560	2.24	7.30	86	6612	1590	270
TestWell #1	4565	1.53	7.20	86	6441	1595	270
TestWell #1	4570	1.23	5.40	87	6211	1583	269
TestWell #1	4575	0.55	3.40	88	5740	1563	267
TestWell #1	4580	3.38	6.80	88	5560	1585	268
TestWell #1	4585	2.33	7.10	81	5375	1606	267
TestWell #1	4590	1.48	5.80	81	5296	1606	267
TestWell #1	4595	0.50	4.90	81	5206	1609	267
TestWell #1	4600	0.57	4.70	82	5224	1590	260
TestWell #1	4605	0.69	3.40	87	5226	1611	270
TestWell #1	4610	0.93	3.40	88	5221	1618	269
TestWell #1	4615	0.70	3.50	87	5178	1622	268
TestWell #1	4620	0.76	3.60	87	5147	1623	268
TestWell #1	4625	0.63	4.00	85	5088	1627	268
TestWell #1	4630	1.22	3.00	87	5060	1622	269
TestWell #1	4635	0.65	2.20	85	4862	1572	265
TestWell #1	4640	0.73	3.20	86	4773	1588	266
TestWell #1	4645	2.51	6.10	91	4543	1586	267
TestWell #1	4650	0.54	4.70	102	4285	1585	267
TestWell #1	4655	0.53	3.30	103	4253	1580	267
TestWell #1	4660	0.35	5.00	100	4189	1602	267
TestWell #1	4665	0.40	4.00	102	4200	1581	267
TestWell #1	4670	0.36	5.50	105	4062	1591	268
TestWell #1	4675	3.74	6.50	103	4076	1590	269
TestWell #1	4680	1.06	6.10	107	4051	1582	272
TestWell #1	4685	0.73	5.10	107	4045	1611	269
TestWell #1	4690	1.13	5.80	102	4052	1598	270
TestWell #1	4695	0.57	3.80	106	3962	1582	268
TestWell #1	4700	0.95	5.60	110	3942	1617	271
TestWell #1	4705	0.35	5.10	106	3898	1633	270
TestWell #1	4710	0.31	5.70	104	3884	1642	270
TestWell #1	4715	0.81	6.00	108	3908	1631	270
TestWell #1	4720	2.00	6.20	102	3841	1621	270
TestWell #1	4725	0.66	3.10	101	3698	1621	268
TestWell #1	4730	0.33	2.90	103	3622	1638	273
TestWell #1	4735	0.27	4.10	106	3613	1646	270
TestWell #1	4740	0.28	4.30	106	3605	1659	270
TestWell #1	4745	1.67	5.50	99	3651	1646	270
TestWell #1	4750	0.61	4.00	95	3616	1648	270
TestWell #1	4755	0.80	5.80	96	3630	1647	270
TestWell #1	4760	0.39	3.20	97	3643	1624	268
TestWell #1	4765	0.37	3.20	104	3627	1633	268
TestWell #1	4770	2.31	5.10	102	3524	1634	268
TestWell #1	4775	1.12	5.20	87	3364	1629	268
TestWell #1	4780	0.42	4.10	93	3309	1651	267
TestWell #1	4785	2.03	5.10	97	3134	1637	268
TestWell #1	4790	1.40	4.80	98	2711	1625	268
TestWell #1	4795	2.02	4.20	106	2844	1657	270
TestWell #1	4800	0.48	4.90	105	2963	1654	270
TestWell #1	4805	0.30	6.30	100	2985	1684	269
TestWell #1	4810	0.31	6.60	100	3023	1688	269
TestWell #1	4815	0.39	6.70	100	3069	1695	269
TestWell #1	4820	0.50	6.40	97	3201	1658	266
TestWell #1	4825	1.90	6.60	97	3386	1681	271
TestWell #1	4830	1.62	6.50	95	3477	1689	273
TestWell #1	4835	0.38	5.50	102	3475	1700	272
TestWell #1	4840	0.34	5.70	102	3490	1706	272
TestWell #1	4845	0.36	5.70	102	3512	1714	272
TestWell #1	4850	1.76	7.30	91	3572	1688	270
TestWell #1	4855	1.82	6.60	89	3588	1658	267
TestWell #1	4860	0.38	5.80	89	3557	1668	267
TestWell #1	4865	0.34	5.70	87	3557	1681	266
TestWell #1	4870	1.81	6.90	92	3663	1661	267
TestWell #1	4875	1.92	6.90	85	3678	1670	267
TestWell #1	4880	0.54	5.80	84	3628	1709	265
TestWell #1	4885	0.42	3.20	87	3336	1666	266
TestWell #1	4890	0.29	6.20	88	3288	1695	265
TestWell #1	4895	0.59	6.30	93	3306	1702	265
TestWell #1	4900	0.30	5.50	91	3297	1714	264
TestWell #1	4905	0.38	6.30	91	3302	1704	265
TestWell #1	4910	0.32	6.40	91	3308	1718	265
TestWell #1	4911	0.35	4.60	99	3406	1650	266
TestWell #1	4912	0.78	3.40	96	3389	1674	260
TestWell #1	4913	0.30	2.40	95	3382	1598	258
TestWell #1	4914	0.28	3.40	95	3395	1641	260
TestWell #1	4915	0.24	3.60	95	3397	1649	264
TestWell #1	4916	0.35	4.60	99	3406	1650	266
TestWell #1	4917	0.33	5.40	102	3408	1652	266
TestWell #1	4918	0.29	4.80	102	3417	1682	267
TestWell #1	4919	0.28	5.60	102	3416	1700	266
TestWell #1	4920	0.26	4.60	102	3426	1674	266
TestWell #1	4921	0.25	4.30	102	3425	1696	267
TestWell #1	4922	0.25	5.10	101	3425	1707	268
TestWell #1	4923	0.36	6.00	101	3433	1718	270
TestWell #1	4924	0.32	5.90	101	3433	1728	271
TestWell #1	4925	0.42	5.70	100	3423	1709	271
TestWell #1	4926	0.29	5.30	100	3444	1700	271
TestWell #1	4927	0.28	3.80	100	3453	1703	271
TestWell #1	4928	0.26	4.10	101	3454	1706	271
TestWell #1	4929	0.25	4.20	101	3459	1708	272
TestWell #1	4930	0.30	5.10	100	3460	1706	272
TestWell #1	4931	7.12	6.70	88	3560	1699	272
TestWell #1	4932	2.66	5.30	85	3581	1686	272
TestWell #1	4933	1.36	4.50	85	3572	1677	272
TestWell #1	4934	1.23	4.40	85	3578	1671	272
TestWell #1	4935	0.77	4.30	84	3570	1672	272
TestWell #1	4936	0.54	3.90	83	3566	1670	272
TestWell #1	4937	0.36	4.00	84	3552	1670	273
TestWell #1	4938	0.94	5.30	86	3570	1678	273
TestWell #1	4939	0.32	4.50	88	3556	1689	272
TestWell #1	4940	0.34	5.90	87	3548	1697	272
TestWell #1	4941	0.36	5.70	85	3555	1699	272
TestWell #1	4942	0.34	5.10	85	3561	1688	272
TestWell #1	4943	0.78	3.80	80	3598	1689	274
TestWell #1	4944	0.31	1.80	81	3560	1764	286
TestWell #1	4945	0.53	5.10	79	3554	1780	290
TestWell #1	4946	0.66	5.40	85	3566	1782	291
TestWell #1	4947	1.48	5.70	89	3584	1778	291
TestWell #1	4948	1.08	5.00	90	3584	1779	291
TestWell #1	4949	0.78	5.60	89	3568	1771	291
TestWell #1	4950	0.62	6.80	87	3555	1784	290
